pokedex_number,name,generation,type1,type2,classfication,is_legendary,attack,sp_attack,defense,sp_defense,hp,speed,base_total,height_m,weight_kg,percentage_male,capture_rate,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
539,Sawk,5,Fighting,,Karate Pokémon,0,125,30,75,75,75,85,465,1.4,51.0,100,45,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
540,Sewaddle,5,Bug,Grass,Sewing Pokémon,0,53,40,70,60,45,42,310,0.3,2.5,50,255,1059860,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
541,Swadloon,5,Bug,Grass,Leaf-Wrapped Pokémon,0,63,50,90,80,55,42,380,0.5,7.3,50,120,1059860,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
542,Leavanny,5,Bug,Grass,Nurturing Pokémon,0,103,70,80,80,75,92,500,1.2,20.5,50,45,1059860,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
543,Venipede,5,Bug,Poison,Centipede Pokémon,0,45,30,59,39,30,57,260,0.4,5.3,50,255,1059860,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
544,Whirlipede,5,Bug,Poison,Curlipede Pokémon,0,55,40,99,79,40,47,360,1.2,58.5,50,120,1059860,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
545,Scolipede,5,Bug,Poison,Megapede Pokémon,0,100,55,89,69,60,112,485,2.5,200.5,50,45,1059860,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
546,Cottonee,5,Grass,Fairy,Cotton Puff Pokémon,0,27,37,60,50,40,66,280,0.3,0.6,50,190,1000000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
547,Whimsicott,5,Grass,Fairy,Windveiled Pokémon,0,67,77,85,75,60,116,480,0.7,6.6,50,75,1000000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
548,Petilil,5,Grass,,Bulb Pokémon,0,35,70,50,50,45,30,280,0.5,6.6,0,190,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
549,Lilligant,5,Grass,,Flowering Pokémon,0,60,110,75,75,70,90,480,1.1,16.3,0,75,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
550,Basculin,5,Water,,Hostile Pokémon,0,92,80,65,55,70,98,460,1.0,18.0,50,25,1000000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
551,Sandile,5,Ground,Dark,Desert Croc Pokémon,0,72,35,35,35,50,65,292,0.7,15.2,50,180,1059860,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
552,Krokorok,5,Ground,Dark,Desert Croc Pokémon,0,82,45,45,45,60,74,351,1.0,33.4,50,90,1059860,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
553,Krookodile,5,Ground,Dark,Intimidation Pokémon,0,117,65,80,70,95,92,519,1.5,96.3,50,45,1059860,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
554,Darumaka,5,Fire,,Zen Charm Pokémon,0,90,15,45,45,70,50,315,0.6,37.5,50,120,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
555,Darmanitan,5,Fire,Fire,Blazing Pokémon,0,30,140,105,105,105,55,540,1.3,92.9,50,60,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
556,Maractus,5,Grass,,Cactus Pokémon,0,86,106,67,67,75,60,461,1.0,28.0,50,255,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
557,Dwebble,5,Bug,Rock,Rock Inn Pokémon,0,65,35,85,35,50,55,325,0.3,14.5,50,190,1000000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
558,Crustle,5,Bug,Rock,Stone Home Pokémon,0,105,65,125,75,70,45,485,1.4,200.0,50,75,1000000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
559,Scraggy,5,Dark,Fighting,Shedding Pokémon,0,75,35,70,70,50,48,348,0.6,11.8,50,180,1000000,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
560,Scrafty,5,Dark,Fighting,Hoodlum Pokémon,0,90,45,115,115,65,58,488,1.1,30.0,50,90,1000000,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
561,Sigilyph,5,Psychic,Flying,Avianoid Pokémon,0,58,103,80,80,72,97,490,1.4,14.0,50,45,1000000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
562,Yamask,5,Ghost,,Spirit Pokémon,0,30,55,85,65,38,30,303,0.5,1.5,50,190,1000000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
563,Cofagrigus,5,Ghost,,Coffin Pokémon,0,50,95,145,105,58,30,483,1.7,76.5,50,90,1000000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
564,Tirtouga,5,Water,Rock,Prototurtle Pokémon,0,78,53,103,45,54,22,355,0.7,16.5,88.1,45,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
565,Carracosta,5,Water,Rock,Prototurtle Pokémon,0,108,83,133,65,74,32,495,1.2,81.0,88.1,45,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
566,Archen,5,Rock,Flying,First Bird Pokémon,0,112,74,45,45,55,70,401,0.5,9.5,88.1,45,1000000,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
567,Archeops,5,Rock,Flying,First Bird Pokémon,0,140,112,65,65,75,110,567,1.4,32.0,88.1,45,1000000,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
568,Trubbish,5,Poison,,Trash Bag Pokémon,0,50,40,62,62,50,65,329,0.6,31.0,50,190,1000000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
569,Garbodor,5,Poison,,Trash Heap Pokémon,0,95,60,82,82,80,75,474,1.9,107.3,50,60,1000000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
570,Zorua,5,Dark,,Tricky Fox Pokémon,0,65,80,40,40,40,65,330,0.7,12.5,88.1,75,1059860,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
571,Zoroark,5,Dark,,Illusion Fox Pokémon,0,105,120,60,60,60,105,510,1.6,81.1,88.1,45,1059860,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
572,Minccino,5,Normal,,Chinchilla Pokémon,0,50,40,40,40,55,75,300,0.4,5.8,24.6,255,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
573,Cinccino,5,Normal,,Scarf Pokémon,0,95,65,60,60,75,115,470,0.5,7.5,24.6,60,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
574,Gothita,5,Psychic,,Fixation Pokémon,0,30,55,50,65,45,45,290,0.4,5.8,24.6,200,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
575,Gothorita,5,Psychic,,Manipulate Pokémon,0,45,75,70,85,60,55,390,0.7,18.0,24.6,100,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
576,Gothitelle,5,Psychic,,Astral Body Pokémon,0,55,95,95,110,70,65,490,1.5,44.0,24.6,50,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
577,Solosis,5,Psychic,,Cell Pokémon,0,30,105,40,50,45,20,290,0.3,1.0,50,200,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
578,Duosion,5,Psychic,,Mitosis Pokémon,0,40,125,50,60,65,30,370,0.6,8.0,50,100,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
579,Reuniclus,5,Psychic,,Multiplying Pokémon,0,65,125,75,85,110,30,490,1.0,20.1,50,50,1059860,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
580,Ducklett,5,Water,Flying,Water Bird Pokémon,0,44,44,50,50,62,55,305,0.5,5.5,50,190,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
581,Swanna,5,Water,Flying,White Bird Pokémon,0,87,87,63,63,75,98,473,1.3,24.2,50,45,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
582,Vanillite,5,Ice,,Fresh Snow Pokémon,0,50,65,50,60,36,44,305,0.4,5.7,50,255,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
583,Vanillish,5,Ice,,Icy Snow Pokémon,0,65,80,65,75,51,59,395,1.1,41.0,50,120,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
584,Vanilluxe,5,Ice,,Snowstorm Pokémon,0,95,110,85,95,71,79,535,1.3,57.5,50,45,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
585,Deerling,5,Normal,Grass,Season Pokémon,0,60,40,50,50,60,75,335,0.6,19.5,50,190,1000000,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
586,Sawsbuck,5,Normal,Grass,Season Pokémon,0,100,60,70,70,80,95,475,1.9,92.5,50,75,1000000,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5
587,Emolga,5,Electric,Flying,Sky Squirrel Pokémon,0,75,75,60,60,55,103,428,0.4,5.0,50,200,1000000,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
588,Karrablast,5,Bug,,Clamping Pokémon,0,75,40,45,45,50,60,315,0.5,5.9,50,200,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
589,Escavalier,5,Bug,Steel,Cavalry Pokémon,0,135,60,105,105,70,20,495,1.0,33.0,50,75,1000000,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
590,Foongus,5,Grass,Poison,Mushroom Pokémon,0,55,55,45,55,69,15,294,0.2,1.0,50,190,1000000,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
591,Amoonguss,5,Grass,Poison,Mushroom Pokémon,0,85,85,70,80,114,30,464,0.6,10.5,50,75,1000000,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
592,Frillish,5,Water,Ghost,Floating Pokémon,0,40,65,50,85,55,40,335,1.2,33.0,50,190,1000000,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
593,Jellicent,5,Water,Ghost,Floating Pokémon,0,60,85,70,105,100,60,480,2.2,135.0,50,60,1000000,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
594,Alomomola,5,Water,,Caring Pokémon,0,75,40,80,45,165,65,470,1.2,31.6,50,75,800000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
595,Joltik,5,Bug,Electric,Attaching Pokémon,0,47,57,50,50,50,65,319,0.1,0.6,50,190,1000000,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
596,Galvantula,5,Bug,Electric,EleSpider Pokémon,0,77,97,60,60,70,108,472,0.8,14.3,50,75,1000000,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
597,Ferroseed,5,Grass,Steel,Thorn Seed Pokémon,0,50,24,91,86,44,10,305,0.6,18.8,50,255,1000000,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
598,Ferrothorn,5,Grass,Steel,Thorn Pod Pokémon,0,94,54,131,116,74,20,489,1.0,110.0,50,90,1000000,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
599,Klink,5,Steel,,Gear Pokémon,0,55,45,70,60,40,30,300,0.3,21.0,,130,1059860,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
600,Klang,5,Steel,,Gear Pokémon,0,80,70,95,85,60,50,440,0.6,51.0,,60,1059860,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
601,Klinklang,5,Steel,,Gear Pokémon,0,100,70,115,85,60,90,520,0.6,81.0,,30,1059860,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
602,Tynamo,5,Electric,,EleFish Pokémon,0,55,45,40,40,35,60,275,0.2,0.3,50,190,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
603,Eelektrik,5,Electric,,EleFish Pokémon,0,85,75,70,70,65,40,405,1.2,22.0,50,60,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
604,Eelektross,5,Electric,,EleFish Pokémon,0,115,105,80,80,85,50,515,2.1,80.5,50,30,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
605,Elgyem,5,Psychic,,Cerebral Pokémon,0,55,85,55,55,55,30,335,0.5,9.0,50,255,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
606,Beheeyem,5,Psychic,,Cerebral Pokémon,0,75,125,75,95,75,40,485,1.0,34.5,50,90,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
607,Litwick,5,Ghost,Fire,Candle Pokémon,0,30,65,55,55,50,20,275,0.3,3.1,50,190,1059860,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
608,Lampent,5,Ghost,Fire,Lamp Pokémon,0,40,95,60,60,60,55,370,0.6,13.0,50,90,1059860,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
609,Chandelure,5,Ghost,Fire,Luring Pokémon,0,55,145,90,90,60,80,520,1.0,34.3,50,45,1059860,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
610,Axew,5,Dragon,,Tusk Pokémon,0,87,30,60,40,46,57,320,0.6,18.0,50,75,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
611,Fraxure,5,Dragon,,Axe Jaw Pokémon,0,117,40,70,50,66,67,410,1.0,36.0,50,60,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
612,Haxorus,5,Dragon,,Axe Jaw Pokémon,0,147,60,90,70,76,97,540,1.8,105.5,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
613,Cubchoo,5,Ice,,Chill Pokémon,0,70,60,40,40,55,40,305,0.5,8.5,50,120,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
614,Beartic,5,Ice,,Freezing Pokémon,0,130,70,80,80,95,50,505,2.6,260.0,50,60,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
615,Cryogonal,5,Ice,,Crystallizing Pokémon,0,50,95,50,135,80,105,515,1.1,148.0,,25,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
616,Shelmet,5,Bug,,Snail Pokémon,0,40,40,85,65,50,25,305,0.4,7.7,50,200,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
617,Accelgor,5,Bug,,Shell Out Pokémon,0,70,100,40,60,80,145,495,0.8,25.3,50,75,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
618,Stunfisk,5,Ground,Electric,Trap Pokémon,0,66,81,84,99,109,32,471,0.7,11.0,50,75,1000000,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2
619,Mienfoo,5,Fighting,,Martial Arts Pokémon,0,85,55,50,50,45,65,350,0.9,20.0,50,180,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
620,Mienshao,5,Fighting,,Martial Arts Pokémon,0,125,95,60,60,65,105,510,1.4,35.5,50,45,1059860,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
621,Druddigon,5,Dragon,,Cave Pokémon,0,120,60,90,90,77,48,485,1.6,139.0,50,45,1000000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
622,Golett,5,Ground,Ghost,Automaton Pokémon,0,74,35,50,50,59,35,303,1.0,92.0,,190,1000000,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
623,Golurk,5,Ground,Ghost,Automaton Pokémon,0,124,55,80,80,89,55,483,2.8,330.0,,90,1000000,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
624,Pawniard,5,Dark,Steel,Sharp Blade Pokémon,0,85,40,70,40,45,60,340,0.5,10.2,50,120,1000000,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
625,Bisharp,5,Dark,Steel,Sword Blade Pokémon,0,125,60,100,70,65,70,490,1.6,70.0,50,45,1000000,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
626,Bouffalant,5,Normal,,Bash Buffalo Pokémon,0,110,40,95,95,95,55,490,1.6,94.6,50,45,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
627,Rufflet,5,Normal,Flying,Eaglet Pokémon,0,83,37,50,50,70,60,350,0.5,10.5,100,190,1250000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
628,Braviary,5,Normal,Flying,Valiant Pokémon,0,123,57,75,75,100,80,510,1.5,41.0,100,60,1250000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
629,Vullaby,5,Dark,Flying,Diapered Pokémon,0,55,45,75,65,70,60,370,0.5,9.0,0,190,1250000,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
630,Mandibuzz,5,Dark,Flying,Bone Vulture Pokémon,0,65,55,105,95,110,80,510,1.2,39.5,0,60,1250000,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
631,Heatmor,5,Fire,,Anteater Pokémon,0,97,105,66,66,85,65,484,1.4,58.0,50,90,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
632,Durant,5,Bug,Steel,Iron Ant Pokémon,0,109,48,112,48,58,109,484,0.3,33.0,50,90,1000000,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
633,Deino,5,Dark,Dragon,Irate Pokémon,0,65,45,50,50,52,38,300,0.8,17.3,50,45,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
634,Zweilous,5,Dark,Dragon,Hostile Pokémon,0,85,65,70,70,72,58,420,1.4,50.0,50,45,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
635,Hydreigon,5,Dark,Dragon,Brutal Pokémon,0,105,125,90,90,92,98,600,1.8,160.0,50,45,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
636,Larvesta,5,Bug,Fire,Torch Pokémon,0,85,50,55,55,55,60,360,1.1,28.8,50,45,1250000,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
637,Volcarona,5,Bug,Fire,Sun Pokémon,0,60,135,65,105,85,100,550,1.6,46.0,50,15,1250000,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
638,Cobalion,5,Steel,Fighting,Iron Will Pokémon,1,90,90,129,72,91,108,580,2.1,250.0,,3,1250000,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
639,Terrakion,5,Rock,Fighting,Cavern Pokémon,1,129,72,90,90,91,108,580,1.9,260.0,,3,1250000,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2
640,Virizion,5,Grass,Fighting,Grassland Pokémon,1,90,90,72,129,91,108,580,2.0,200.0,,3,1250000,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
641,Tornadus,5,Flying,,Cyclone Pokémon,1,100,110,80,90,79,121,580,1.5,63.0,100,3,1250000,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
642,Thundurus,5,Electric,Flying,Bolt Strike Pokémon,1,105,145,70,80,79,101,580,1.5,61.0,100,3,1250000,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
643,Reshiram,5,Dragon,Fire,Vast White Pokémon,1,120,150,100,120,100,90,680,3.2,330.0,,3,1250000,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
644,Zekrom,5,Dragon,Electric,Deep Black Pokémon,1,150,120,120,100,100,90,680,2.9,345.0,,3,1250000,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
645,Landorus,5,Ground,Flying,Abundance Pokémon,1,145,105,90,80,89,91,600,1.5,68.0,100,3,1250000,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
646,Kyurem,5,Dragon,Ice,Boundary Pokémon,1,120,170,90,100,125,95,700,3.0,325.0,,3,1250000,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5
647,Keldeo,5,Water,Fighting,Colt Pokémon,1,72,129,90,90,91,108,580,1.4,48.5,,3,1250000,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
648,Meloetta,5,Normal,Psychic,Melody Pokémon,1,128,77,90,77,100,128,600,0.6,6.5,,3,1250000,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
649,Genesect,5,Bug,Steel,Paleozoic Pokémon,1,120,120,95,95,71,99,600,1.5,82.5,,3,1250000,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
650,Chespin,6,Grass,,Spiky Nut Pokémon,0,61,48,65,45,56,38,313,0.4,9.0,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
651,Quilladin,6,Grass,,Spiny Armor Pokémon,0,78,56,95,58,61,57,405,0.7,29.0,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
652,Chesnaught,6,Grass,Fighting,Spiny Armor Pokémon,0,107,74,122,75,88,64,530,1.6,90.0,88.1,45,1059860,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
653,Fennekin,6,Fire,,Fox Pokémon,0,45,62,40,60,40,60,307,0.4,9.4,88.1,45,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
654,Braixen,6,Fire,,Fox Pokémon,0,59,90,58,70,59,73,409,1.0,14.5,88.1,45,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
655,Delphox,6,Fire,Psychic,Fox Pokémon,0,69,114,72,100,75,104,534,1.5,39.0,88.1,45,1059860,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
656,Froakie,6,Water,,Bubble Frog Pokémon,0,56,62,40,44,41,71,314,0.3,7.0,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
657,Frogadier,6,Water,,Bubble Frog Pokémon,0,63,83,52,56,54,97,405,0.6,10.9,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
658,Greninja,6,Water,Dark,Ninja Pokémon,0,145,153,67,71,72,132,640,1.5,40.0,88.1,45,1059860,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
659,Bunnelby,6,Normal,,Digging Pokémon,0,36,32,38,36,38,57,237,0.4,5.0,50,255,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
660,Diggersby,6,Normal,Ground,Digging Pokémon,0,56,50,77,77,85,78,423,1.0,42.4,50,127,1000000,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2
661,Fletchling,6,Normal,Flying,Tiny Robin Pokémon,0,50,40,43,38,45,62,278,0.3,1.7,50,255,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
662,Fletchinder,6,Fire,Flying,Ember Pokémon,0,73,56,55,52,62,84,382,0.7,16.0,50,120,1059860,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
663,Talonflame,6,Fire,Flying,Scorching Pokémon,0,81,74,71,69,78,126,499,1.2,24.5,50,45,1059860,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
664,Scatterbug,6,Bug,,Scatterdust Pokémon,0,35,27,40,25,38,35,200,0.3,2.5,50,255,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
665,Spewpa,6,Bug,,Scatterdust Pokémon,0,22,27,60,30,45,29,213,0.3,8.4,50,120,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
666,Vivillon,6,Bug,Flying,Scale Pokémon,0,52,90,50,50,80,89,411,1.2,17.0,50,45,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
667,Litleo,6,Fire,Normal,Lion Cub Pokémon,0,50,73,58,54,62,72,369,0.6,13.5,11.2,220,1059860,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
668,Pyroar,6,Fire,Normal,Royal Pokémon,0,68,109,72,66,86,106,507,1.5,81.5,11.2,65,1059860,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
669,Flabébé,6,Fairy,,Single Bloom Pokémon,0,38,61,39,79,44,42,303,0.1,0.1,0,225,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
670,Floette,6,Fairy,,Fairy Pokémon,0,65,125,67,128,74,92,551,0.2,0.9,0,120,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
